Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,SessionDuration,TotalPagesViewed,High_Revenue,Engage_2
4,160.5833333,1,136.75,21,1632.733333,0.0,0.004545455,16.53909091,0,5,2,2,4,2,0,1,0,1930.0666663,26,1,1
1,113.6666667,1,2.0,16,589.6666667,0.0,0.003632479,0.0,0,5,3,2,6,11,0,1,0,705.3333333999999,18,0,1
0,0.0,0,0.0,7,108.25,0.0,0.028571429,0.0,0,12,2,2,7,2,0,1,0,108.25,7,0,1
1,13.0,0,0.0,15,317.0,0.0,0.006666667,0.0,0,3,2,2,1,2,0,1,0,330.0,16,0,1
1,28.2,0,0.0,20,679.5666667,0.0,0.006349206,0.0,0,11,2,2,2,3,0,0,0,707.7666667000001,21,0,1
0,0.0,0,0.0,7,96.0,0.0,0.025,54.20146753,0,11,2,2,1,2,0,0,1,96.0,7,1,1
2,70.0,0,0.0,18,443.0,0.0,0.02,24.2865,0,5,2,5,5,4,0,1,1,513.0,20,1,1
6,180.0666667,0,0.0,3,111.8,0.0,0.007142857,0.0,0,8,2,2,9,5,0,1,0,291.8666667,9,0,1
0,0.0,0,0.0,3,170.6666667,0.033333333,0.026666667,0.0,0,12,3,3,1,11,0,0,0,170.6666667,3,0,1
0,0.0,0,0.0,11,357.3333333,0.0,0.022222222,0.0,0,12,1,1,3,2,0,0,0,357.3333333,11,0,1
0,0.0,0,0.0,2,299.5,0.0,0.05,0.0,0,11,2,2,3,2,0,0,0,299.5,2,0,1
4,40.2,1,16.13333333,9,229.8833333,0.0,0.014285714,0.0,0,10,2,2,6,2,0,0,0,286.21666663,14,0,1
2,118.9,0,0.0,30,1216.726667,0.0,0.008602151,26.13036122,0,11,4,2,6,2,0,1,1,1335.626667,32,1,1
0,0.0,0,0.0,8,323.5,0.0,0.025,23.235,0,5,1,1,1,5,0,0,1,323.5,8,1,1
1,32.5,0,0.0,4,73.5,0.0,0.04,0.0,0,11,2,2,1,2,0,0,0,106.0,5,0,1
2,123.0,0,0.0,14,239.0,0.0,0.0125,0.0,0,3,2,2,1,2,0,1,0,362.0,16,0,1
12,394.1,0,0.0,30,917.25,0.0,0.005405405,0.0,0,11,2,2,1,2,0,1,1,1311.35,42,0,1
4,98.0,1,31.0,32,898.1714286,0.0,0.005555556,23.32166667,0,5,2,2,4,2,0,1,1,1027.1714286,37,1,1
4,985.5,4,308.0,6,328.0,0.0,0.015384615,0.0,0,3,2,2,3,2,0,0,0,1621.5,14,0,1
5,73.5,0,0.0,26,463.7583333,0.0,0.001346801,0.0,0,3,2,2,3,2,0,0,0,537.2583333,31,0,1
1,41.0,0,0.0,9,314.9,0.0,0.04,0.0,0,3,1,1,6,9,0,1,0,355.9,10,0,1
5,206.0,0,0.0,15,650.6961927,0.0,0.018487395,0.0,0,3,1,1,1,3,0,0,0,856.6961927,20,0,1
0,0.0,0,0.0,49,1571.12381,0.004255319,0.010638298,0.0,0,7,2,2,8,4,0,1,0,1571.12381,49,0,1
4,197.0,1,25.0,46,1596.672282,0.0,0.008,19.92584938,0,3,4,2,2,2,0,1,0,1818.672282,51,1,1
0,0.0,0,0.0,19,465.6333333,0.0,0.026315789,0.0,0,11,1,1,1,2,0,1,0,465.6333333,19,0,1
0,0.0,0,0.0,9,339.5,0.0,0.013888889,0.0,0,12,1,2,3,2,0,1,0,339.5,9,0,1
4,70.25,1,139.5,58,3022.370406,0.0,0.009611111,0.0,0,11,1,1,2,2,0,0,1,3232.120406,63,0,1
0,0.0,0,0.0,5,111.0,0.0,0.04,0.0,0,11,2,2,1,2,0,0,0,111.0,5,0,1
5,156.2,0,0.0,22,742.0,0.0,0.007407407,32.22252197,0,9,1,1,3,5,0,1,1,898.2,27,1,1
11,280.3366667,0,0.0,20,337.8533333,0.0,0.016296296,0.0,0,9,2,2,2,5,0,0,0,618.19,31,0,1
0,0.0,0,0.0,7,432.0,0.0,0.014285714,270.7846931,0,11,2,4,1,8,0,0,1,432.0,7,1,1
2,162.0,0,0.0,7,204.5,0.0,0.022222222,0.0,0,5,1,1,8,2,0,0,0,366.5,9,0,1
3,86.95,6,173.2,17,481.31,0.0,0.0,27.69500776,0,11,2,2,9,20,0,0,1,741.46,26,1,1
9,179.3785714,0,0.0,8,131.9785714,0.0,0.0025,0.0,0,9,2,2,1,5,0,0,0,311.3571428,17,0,1
1,6.0,0,0.0,10,506.4,0.0,0.02,0.0,0,9,1,1,3,5,0,1,0,512.4,11,0,1
0,0.0,0,0.0,23,517.0357143,0.0,0.00952381,23.30000662,0,12,4,2,8,2,0,0,1,517.0357143,23,1,1
0,0.0,0,0.0,27,1065.45,0.0,0.012345679,0.0,0,11,2,2,3,2,0,0,0,1065.45,27,0,1
4,33.0,0,0.0,35,702.9166667,0.0,0.005428571,0.0,0,12,4,1,1,2,0,0,0,735.9166667,39,0,1
0,0.0,0,0.0,29,1211.166667,0.0,0.006896552,0.0,0,11,2,2,4,2,0,0,1,1211.166667,29,0,1
8,224.0,0,0.0,16,315.25,0.0,0.011111111,0.0,0,5,3,2,1,5,0,0,0,539.25,24,0,1
1,18.0,4,123.5,24,4114.083333,0.0,0.003571429,20.91831644,0,3,1,1,1,2,0,0,1,4255.583333,29,1,1
13,228.9166667,1,10.0,64,817.0163767,0.0,0.013814416,2.995465753,0,5,2,5,3,4,0,1,0,1055.9330434,78,1,1
0,0.0,0,0.0,11,1232.083333,0.0,0.004,0.0,0,11,1,1,1,2,0,0,0,1232.083333,11,0,1
5,346.25,0,0.0,3,1692.25,0.0,0.014285714,0.0,0,12,2,2,9,2,0,0,0,2038.5,8,0,1
1,95.33333333,0,0.0,16,819.3333333,0.0,0.015625,25.25564195,0,12,2,2,7,2,0,0,1,914.66666663,17,1,1
8,580.2,1,145.6,48,2734.966667,0.0,0.007692308,27.60143046,0,10,2,2,4,5,0,0,1,3460.7666670000003,57,1,1
3,63.4,0,0.0,10,70.93333333,0.0,0.016666667,0.0,0,9,2,2,1,5,0,0,0,134.33333333,13,0,1
3,37.5,0,0.0,18,607.5,0.0,0.010526316,361.7637419,0,11,2,2,3,2,0,0,1,645.0,21,1,1
0,0.0,0,0.0,6,139.75,0.033333333,0.066666667,0.0,0,11,2,2,3,2,0,0,0,139.75,6,0,1
1,89.0,0,0.0,17,1175.5,0.0,0.0125,9.74025,0,5,1,1,3,4,0,1,1,1264.5,18,1,1
4,55.575,0,0.0,4,42.575,0.0,0.011428571,0.0,0,11,1,1,1,8,0,0,0,98.15,8,0,1
3,69.6,0,0.0,9,199.1333333,0.0,0.006060606,0.0,0,7,1,1,1,2,0,0,0,268.7333333,12,0,1
9,551.7944444,4,124.2,94,5579.315873,0.0,0.007335491,0.0,0,6,2,2,5,2,0,0,0,6255.3103174,107,0,1
0,0.0,0,0.0,3,21.25,0.0,0.066666667,0.0,0,11,3,2,1,2,0,1,0,21.25,3,0,1
0,0.0,0,0.0,10,693.5,0.0,0.022222222,40.43377778,0,5,2,2,1,4,0,0,1,693.5,10,1,1
1,38.5,0,0.0,6,197.75,0.0,0.04,0.0,0,12,1,1,2,8,0,1,0,236.25,7,0,1
3,63.5,0,0.0,8,253.25,0.0,0.02,0.0,0,12,2,2,7,2,0,0,0,316.75,11,0,1
0,0.0,0,0.0,23,901.2666667,0.0,0.017391304,0.0,0,12,1,1,1,2,0,1,0,901.2666667,23,0,1
2,27.0,0,0.0,6,558.0,0.0,0.0125,0.0,0,3,2,2,3,8,0,0,0,585.0,8,0,1
0,0.0,0,0.0,2,145.5,0.0,0.05,0.0,0,11,1,1,3,2,0,0,0,145.5,2,0,1
0,0.0,0,0.0,8,240.0,0.0,0.028571429,58.788,0,5,2,2,3,2,0,0,1,240.0,8,1,1
4,99.5,0,0.0,9,139.5,0.0,0.017222222,0.0,0,12,2,2,3,8,0,0,0,239.0,13,0,1
3,285.8,1,23.5,56,2915.166667,0.0,0.003448276,80.118,0,5,2,4,3,3,0,0,1,3224.466667,60,1,1
1,14.0,0,0.0,11,227.25,0.018181818,0.018181818,0.0,0,11,1,1,3,2,0,1,0,241.25,12,0,1
1,21.0,0,0.0,31,945.6666667,0.006896552,0.010344828,0.0,0,5,2,2,1,4,0,0,0,966.6666667,32,0,1
1,53.0,0,0.0,13,417.0,0.0,0.018181818,72.788,0,5,1,1,1,3,0,0,1,470.0,14,1,1
3,96.0,0,0.0,12,175.175,0.02,0.031111111,0.0,0,12,3,2,8,2,0,0,0,271.175,15,0,1
3,86.0,0,0.0,26,1197.666667,0.0,0.007142857,0.0,0,5,2,10,2,5,0,0,0,1283.666667,29,0,1
2,143.8,2,94.8,23,890.1952381,0.0,0.004166667,0.0,0,7,2,2,2,1,0,0,0,1128.7952381,27,0,1
0,0.0,0,0.0,3,39.5,0.0,0.033333333,0.0,0,12,1,1,9,8,0,0,0,39.5,3,0,1
0,0.0,0,0.0,12,846.25,0.0,0.018181818,40.4014481,0,12,2,6,1,6,0,0,1,846.25,12,1,1
0,0.0,0,0.0,16,394.5580952,0.0,0.015,0.0,0,10,2,2,1,20,0,0,0,394.5580952,16,0,1
4,45.8,2,43.2,30,1021.838095,0.0,0.005882353,40.43578994,0,11,2,2,4,2,0,0,0,1110.838095,36,1,1
2,22.0,1,49.0,22,602.1666667,0.0,0.008695652,0.0,0,3,2,2,1,2,0,1,0,673.1666667,25,0,1
2,140.0,0,0.0,6,130.0,0.0,0.025,0.0,0,3,1,1,4,2,0,1,0,270.0,8,0,1
0,0.0,0,0.0,2,46.5,0.0,0.05,0.0,0,12,1,1,2,2,0,0,0,46.5,2,0,1
1,7.0,0,0.0,26,2064.5,0.0,0.002,0.0,0,10,2,2,3,4,0,1,0,2071.5,27,0,1
0,0.0,0,0.0,70,1652.486111,0.0,0.008695652,0.0,0,11,1,2,3,8,0,0,0,1652.486111,70,0,1
3,48.5,0,0.0,55,1042.242857,0.0,0.002222222,0.0,0,3,4,2,1,2,0,0,0,1090.742857,58,0,1
4,55.0,0,0.0,2,13.0,0.0,0.028571429,0.0,0,12,2,10,4,2,0,0,1,68.0,6,0,1
1,75.0,4,250.6666667,44,1679.833333,0.0,0.001086957,45.8293144,0,3,2,2,1,2,0,1,1,2005.4999997,49,1,1
0,0.0,0,0.0,19,295.8333333,0.0,0.010526316,0.0,0,11,2,2,2,2,0,0,0,295.8333333,19,0,1
0,0.0,0,0.0,79,4709.992857,0.0,0.005574489,0.0,0,11,2,2,6,2,0,0,1,4709.992857,79,0,1
2,23.8,0,0.0,6,135.2,0.0,0.025,0.0,0,9,2,5,3,1,0,0,0,159.0,8,0,1
0,0.0,0,0.0,14,238.6666667,0.0,0.003846154,0.0,0,12,2,2,5,2,0,0,0,238.6666667,14,0,1
2,15.5,0,0.0,28,550.0666667,0.0,0.006666667,0.0,0,3,2,2,1,2,0,0,0,565.5666667,30,0,1
0,0.0,0,0.0,6,474.0,0.0,0.016666667,0.0,0,5,2,4,1,2,0,1,0,474.0,6,0,1
3,44.0,0,0.0,10,355.0,0.0,0.016666667,0.0,0,5,2,2,1,2,0,0,0,399.0,13,0,1
0,0.0,0,0.0,15,384.0,0.0,0.014285714,0.0,0,12,3,2,1,2,0,0,0,384.0,15,0,1
10,236.9,0,0.0,19,538.2,0.0,0.00952381,0.0,0,5,2,5,3,6,0,0,0,775.1,29,0,1
6,99.33333333,1,28.5,5,345.5,0.0,0.011111111,0.0,0,3,2,2,3,8,0,0,0,473.33333333,12,0,1
2,23.2,0,0.0,11,119.2,0.0,0.015384615,0.0,0,9,2,2,2,2,0,1,0,142.4,13,0,1
4,153.75,0,0.0,17,670.0,0.0,0.010526316,0.0,0,12,2,2,1,2,0,0,0,823.75,21,0,1
6,132.22,3,18.0,22,418.8444444,0.0,0.001020408,0.0,0,10,2,2,1,2,0,1,0,569.0644444,31,0,1
0,0.0,0,0.0,6,132.0,0.0,0.033333333,0.0,0,5,4,1,3,5,0,0,0,132.0,6,0,1
3,202.1333333,0,0.0,23,721.1833333,0.0,0.008,0.0,0,9,1,1,1,2,0,0,0,923.3166666,26,0,1
2,23.2,0,0.0,3,0.0,0.08,0.12,0.0,0,8,2,2,3,5,0,0,0,23.2,5,0,1
1,54.4,6,505.6,21,838.15,0.0,0.0,0.0,0,11,2,2,3,2,0,1,0,1398.15,28,0,1
1,34.5,0,0.0,10,277.0357143,0.0,0.002777778,0.0,0,12,1,1,8,8,0,1,0,311.5357143,11,0,1
4,82.7,0,0.0,26,405.2833333,0.0,0.001428571,0.0,0,11,2,2,1,2,0,0,0,487.9833333,30,0,1
0,0.0,0,0.0,18,541.9166667,0.0,0.015686275,0.0,0,11,3,2,1,2,0,1,0,541.9166667,18,0,1
4,207.5,0,0.0,2,56.5,0.0,0.02,0.0,0,12,3,2,2,2,0,1,0,264.0,6,0,1
2,29.86666667,2,99.6,13,534.4833333,0.0,0.004166667,0.0,0,10,1,1,2,2,0,0,0,663.94999997,17,0,1
2,100.0,1,12.0,44,1373.95,0.0,0.004545455,0.0,0,5,1,1,2,2,0,1,0,1485.95,47,0,1
0,0.0,1,35.0,33,782.0833333,0.0,0.005882353,23.03329412,0,5,2,4,9,2,0,0,1,817.0833333,34,1,1
2,88.0,0,0.0,3,95.5,0.0,0.02,0.0,0,5,1,2,3,2,0,0,0,183.5,5,0,1
3,110.5,0,0.0,10,284.0,0.0,0.008333333,0.0,1,5,1,8,1,11,0,1,0,394.5,13,0,1
3,49.4,2,9.0,18,330.5333333,0.0,0.009090909,0.0,0,9,2,2,8,4,0,1,0,388.9333333,23,0,1
4,170.5,0,0.0,20,1052.833333,0.010526316,0.015789474,0.0,0,11,1,1,6,3,0,0,0,1223.333333,24,0,1
0,0.0,0,0.0,87,1197.700198,0.0,0.002352941,38.00063931,0,11,2,2,1,2,0,0,1,1197.700198,87,1,1
3,119.0,0,0.0,6,197.5,0.022222222,0.022222222,0.0,1,5,6,2,3,2,0,1,0,316.5,9,0,1
2,30.0,0,0.0,10,121.0,0.016666667,0.025,0.0,0,5,3,6,3,3,0,0,0,151.0,12,0,1
8,164.4,0,0.0,33,865.8071429,0.0,0.012280702,61.61833364,0,12,2,2,5,2,0,0,1,1030.2071429,41,1,1
1,34.0,0,0.0,7,179.0,0.0,0.028571429,53.13428571,0,3,2,4,2,8,0,0,1,213.0,8,1,1
5,71.08333333,0,0.0,24,1249.708333,0.0,0.005128205,52.28491058,0,12,2,2,3,2,0,0,1,1320.79166633,29,1,1
3,52.9,0,0.0,8,278.58,0.0,0.01,26.18180656,0,7,1,1,1,2,0,0,0,331.48,11,1,1
1,12.0,0,0.0,22,851.25,0.004347826,0.020289855,0.0,0,11,2,2,1,2,0,0,0,863.25,23,0,1
0,0.0,0,0.0,3,131.0,0.0,0.033333333,0.0,0,11,1,8,4,6,0,0,0,131.0,3,0,1
0,0.0,2,131.0,36,868.4166667,0.0,0.001081081,33.84778378,0,5,3,2,7,2,0,1,1,999.4166667,38,1,1
3,37.0,0,0.0,21,1231.5,0.0,0.016,0.0,0,11,2,4,9,8,0,1,1,1268.5,24,0,1
0,0.0,0,0.0,11,205.7,0.0,0.022222222,18.85086521,0,12,1,1,1,8,0,0,1,205.7,11,1,1
1,64.5,0,0.0,41,961.25,0.0025,0.020714286,0.0,0,12,2,2,1,2,0,0,0,1025.75,42,0,1
4,200.8333333,0,0.0,18,381.3333333,0.0,0.009090909,0.0,0,3,2,4,7,2,0,1,0,582.1666666,22,0,1
2,94.6,1,74.6,16,199.0,0.0,0.015789474,0.0,0,7,1,2,9,2,0,0,0,368.2,19,0,1
1,46.4,0,0.0,2,689.1,0.0,0.016666667,0.0,0,8,1,1,1,5,0,0,1,735.5,3,0,1
4,464.5,0,0.0,9,635.7238095,0.0,0.002777778,0.0,0,7,1,1,3,2,0,0,0,1100.2238095,13,0,1
3,48.35,2,358.6,35,676.2666667,0.005128205,0.013675214,0.0,0,10,2,2,2,2,0,0,0,1083.2166667,40,0,1
3,32.0,0,0.0,15,276.3666667,0.0,0.0,55.82099528,0,9,2,4,1,2,0,0,0,308.3666667,18,1,1
0,0.0,0,0.0,16,355.5,0.0,0.014285714,11.13171429,0,5,3,2,1,3,0,0,1,355.5,16,1,1
0,0.0,0,0.0,32,905.1,0.0,0.0,83.80837784,0,10,2,2,6,2,0,0,1,905.1,32,1,1
6,285.9,0,0.0,13,291.3,0.0,0.0125,53.11442085,0,11,1,1,4,2,0,0,1,577.2,19,1,1
0,0.0,0,0.0,16,829.0833333,0.0,0.0125,41.67536194,0,11,2,4,1,3,0,0,1,829.0833333,16,1,1
7,159.5,0,0.0,13,362.5,0.0,0.003921569,0.0,0,5,2,2,7,2,0,0,0,522.0,20,0,1
3,38.0,0,0.0,2,15.0,0.0,0.04,0.0,0,11,2,2,1,2,0,0,0,53.0,5,0,1
4,99.5,0,0.0,3,21.25,0.0,0.05,0.0,0,11,1,1,2,8,0,1,1,120.75,7,0,1
0,0.0,0,0.0,21,1051.166667,0.0,0.00952381,14.14084367,0,11,1,8,2,6,0,1,1,1051.166667,21,1,1
4,64.66666667,0,0.0,50,936.81,0.0,0.003773585,0.0,0,8,2,2,4,2,0,0,0,1001.47666667,54,0,1
1,57.5,0,0.0,22,353.1527778,0.0,0.009090909,0.0,0,11,1,2,1,2,0,0,0,410.6527778,23,0,1
0,0.0,0,0.0,50,1241.75,0.0,0.008163265,47.83758971,0,11,2,10,1,2,0,0,1,1241.75,50,1,1
0,0.0,0,0.0,15,455.5,0.0,0.014285714,0.0,0,5,2,10,3,2,0,0,0,455.5,15,0,1
5,55.5,0,0.0,12,1076.5,0.0,0.011764706,0.0,0,3,2,2,1,2,0,0,0,1132.0,17,0,1
10,207.8666667,0,0.0,8,217.8666667,0.0,0.004166667,0.0,0,5,2,5,1,5,0,0,0,425.7333334,18,0,1
4,239.6,2,70.5,50,981.5083333,0.0,0.003636364,0.0,0,10,2,2,2,2,0,1,0,1291.6083333,56,0,1
3,296.0,0,0.0,9,394.5,0.0,0.005555556,28.39833333,0,5,2,2,8,2,0,1,1,690.5,12,1,1
0,0.0,0,0.0,7,272.5,0.0,0.033333333,0.0,0,3,1,1,6,2,0,1,0,272.5,7,0,1
0,0.0,0,0.0,19,1040.2,0.0,0.011111111,115.98,0,5,2,2,6,2,0,1,1,1040.2,19,1,1
0,0.0,0,0.0,8,221.5,0.0,0.00625,0.0,0,12,1,1,1,2,0,0,0,221.5,8,0,1
0,0.0,0,0.0,23,533.7,0.0,0.021532091,0.0,0,12,1,1,3,2,0,1,0,533.7,23,0,1
0,0.0,0,0.0,5,185.0,0.0,0.04,0.0,0,11,3,2,7,6,0,1,0,185.0,5,0,1
3,70.4,0,0.0,9,144.0666667,0.0,0.0,0.0,0,10,1,1,1,3,0,0,0,214.4666667,12,0,1
3,120.6666667,0,0.0,8,261.6,0.0,0.01,0.0,0,5,2,7,1,2,0,0,0,382.2666667,11,0,1
9,848.1428571,4,388.6666667,33,595.0095238,0.0,0.004651163,0.0,0,3,2,2,1,10,0,0,0,1831.8190476,46,0,1
0,0.0,0,0.0,4,156.5,0.0,0.05,0.0,0,12,1,8,1,6,0,0,0,156.5,4,0,1
0,0.0,0,0.0,16,853.4166667,0.013333333,0.037777778,50.81417971,0,12,1,1,7,2,0,0,1,853.4166667,16,1,1
4,272.5,0,0.0,14,279.9,0.0,0.028571429,0.0,0,3,1,1,3,10,0,0,0,552.4,18,0,1
0,0.0,0,0.0,11,192.7333333,0.0,0.0,0.0,0,10,2,2,2,2,0,0,0,192.7333333,11,0,1
1,31.2,0,0.0,31,824.86,0.0,0.008333333,0.0,0,9,1,1,1,3,0,0,0,856.0600000000001,32,0,1
2,79.0,0,0.0,47,1366.058333,0.008510638,0.034751773,21.23960367,0,12,2,2,1,2,0,0,0,1445.058333,49,1,1
2,86.0,0,0.0,18,754.9166667,0.0,0.005555556,0.0,0,5,3,2,6,2,0,0,0,840.9166667,20,0,1
1,4.0,0,0.0,6,102.0,0.0,0.057142857,0.0,0,5,2,2,1,3,0,0,0,106.0,7,0,1
0,0.0,0,0.0,19,2177.333333,0.0,0.010526316,0.0,0,12,2,4,1,2,0,0,0,2177.333333,19,0,1
7,187.1666667,2,72.0,22,680.0,0.0,0.006190476,22.45821429,0,5,3,2,3,2,0,0,1,939.1666667,31,1,1
0,0.0,0,0.0,7,99.75,0.0,0.028571429,0.0,0,12,8,2,1,2,0,1,0,99.75,7,0,1
0,0.0,0,0.0,16,332.1666667,0.0,0.007142857,0.0,0,12,2,2,3,2,0,0,0,332.1666667,16,0,1
7,490.5,0,0.0,43,1286.916667,0.0,0.01037037,0.0,0,12,2,2,3,1,0,0,0,1777.416667,50,0,1
0,0.0,0,0.0,8,642.0,0.0,0.028571429,109.1211555,0,12,2,2,3,2,0,0,1,642.0,8,1,1
1,31.5,0,0.0,3,32.83333333,0.0,0.05,0.0,0,12,2,2,9,2,0,1,0,64.33333333,4,0,1
9,241.8416667,0,0.0,25,673.0333333,0.002150538,0.005222734,27.97341787,0,11,1,1,3,2,0,0,0,914.875,34,1,1
8,400.65,0,0.0,27,952.2833333,0.0,0.00137931,0.0,0,8,1,8,1,6,0,0,1,1352.9333333,35,0,1
2,58.0,0,0.0,7,101.8,0.0,0.011111111,0.0,0,3,3,2,8,2,0,0,0,159.8,9,0,1
2,18.0,0,0.0,12,180.75,0.0,0.014285714,0.0,0,11,2,2,1,2,0,0,0,198.75,14,0,1
2,13.0,0,0.0,3,200.0,0.0,0.05,0.0,0,12,2,2,1,8,0,0,0,213.0,5,0,1
4,53.4,0,0.0,4,53.4,0.0,0.025,0.0,0,10,1,1,7,5,0,0,0,106.8,8,0,1
0,0.0,0,0.0,35,2352.166667,0.0,0.006060606,0.0,0,11,2,2,6,2,0,0,0,2352.166667,35,0,1
0,0.0,0,0.0,22,494.6333333,0.0,0.004545455,42.29306752,0,11,2,2,1,2,0,0,1,494.6333333,22,1,1
0,0.0,0,0.0,11,437.8333333,0.0,0.024242424,0.0,0,11,3,3,3,11,0,0,0,437.8333333,11,0,1
0,0.0,0,0.0,8,480.0,0.0,0.028571429,14.1374752,0,11,1,1,2,3,0,1,1,480.0,8,1,1
3,72.6,0,0.0,17,544.1,0.0,0.002,0.0,0,9,2,2,9,2,0,0,0,616.7,20,0,1
1,86.6,0,0.0,14,349.5761905,0.0,0.004761905,60.43737784,0,11,1,1,1,3,0,0,1,436.1761905,15,1,1
2,182.4,0,0.0,27,1165.944762,0.0,0.007407407,0.0,0,11,2,4,6,11,0,1,0,1348.3447620000002,29,0,1
2,67.6,0,0.0,8,183.8,0.0,0.02,0.0,0,10,1,1,1,5,0,0,0,251.4,10,0,1
1,5.0,2,31.7,6,104.25,0.0,0.007407407,0.0,0,6,2,5,7,11,0,0,0,140.95,9,0,1
2,4.0,0,0.0,2,44.4,0.0,0.05,0.0,0,9,2,10,3,5,0,0,0,48.4,4,0,1
4,133.8,2,54.4,13,421.7857143,0.0,0.023529412,0.0,0,11,1,1,3,2,0,0,0,609.9857143,19,0,1
4,100.75,0,0.0,11,221.375,0.0,0.015384615,0.0,0,11,2,2,3,2,0,1,0,322.125,15,0,1
2,36.4,0,0.0,3,28.2,0.0,0.0,55.89978908,0,9,1,1,3,2,0,0,0,64.6,5,1,1
0,0.0,0,0.0,13,541.9166667,0.0,0.015384615,26.09995422,0,12,2,4,1,2,0,0,1,541.9166667,13,1,1
5,93.8,0,0.0,45,2139.7,0.0,0.004081633,20.2755559,0,9,2,4,2,2,0,0,1,2233.5,50,1,1
0,0.0,0,0.0,4,39.2,0.0,0.05,0.0,0,11,1,2,1,2,0,0,0,39.2,4,0,1
0,0.0,1,16.0,25,902.0833333,0.0,0.007692308,0.0,0,12,3,3,3,2,0,0,1,918.0833333,26,0,1
6,1279.5,0,0.0,72,1032.761905,0.0,0.001388889,0.0,0,5,2,4,1,3,0,0,0,2312.2619050000003,78,0,1
0,0.0,0,0.0,9,386.25,0.0,0.022222222,0.0,0,12,3,2,6,6,0,0,0,386.25,9,0,1
1,17.2,0,0.0,4,192.4,0.0,0.01,0.0,0,9,2,2,2,2,0,0,0,209.6,5,0,1
2,82.0,0,0.0,4,57.0,0.0,0.033333333,0.0,0,12,2,4,3,2,0,0,0,139.0,6,0,1
3,89.8,0,0.0,12,355.85,0.013333333,0.016,0.0,0,10,1,1,1,3,0,1,0,445.65,15,0,1
0,0.0,0,0.0,24,743.75,0.0,0.016666667,0.0,0,12,2,2,2,2,0,1,0,743.75,24,0,1
1,7.0,0,0.0,29,906.5666667,0.0,0.006896552,0.0,0,3,4,1,1,2,0,1,0,913.5666667,30,0,1
2,39.2,0,0.0,6,86.4,0.0,0.028571429,0.0,0,11,1,1,3,3,0,0,0,125.6,8,0,1
10,170.15,0,0.0,11,71.35,0.0,0.002352941,0.0,0,8,2,2,1,2,0,0,0,241.5,21,0,1
3,199.75,0,0.0,8,331.4,0.0,0.003333333,0.0,0,3,3,2,2,10,0,0,0,531.15,11,0,1
3,90.51111111,0,0.0,24,669.9166667,0.0,0.002777778,0.0,0,5,2,2,4,3,0,0,0,760.42777781,27,0,1
2,63.0,0,0.0,35,850.3333333,0.0,0.005405405,0.0,0,3,2,2,3,2,0,1,0,913.3333333,37,0,1
3,54.5,4,472.0,14,678.5,0.0,0.010526316,0.0,0,5,3,2,3,2,0,0,0,1205.0,21,0,1
4,148.25,0,0.0,7,179.9583333,0.0,0.005,0.0,0,11,2,2,1,8,0,1,1,328.2083333,11,0,1
5,218.0,0,0.0,13,284.5,0.0,0.004166667,0.0,0,3,1,1,1,2,0,0,0,502.5,18,0,1
3,265.75,0,0.0,8,168.75,0.0,0.03,0.0,0,11,3,2,1,7,0,0,0,434.5,11,0,1
3,60.4,0,0.0,4,25.8,0.0,0.04,0.0,0,7,1,1,3,4,0,0,0,86.2,7,0,1
0,0.0,0,0.0,14,1225.0,0.015384615,0.015384615,0.0,0,5,1,1,3,2,0,0,0,1225.0,14,0,1
1,131.5,1,19.0,62,1524.962997,0.0,0.003266621,83.96813664,0,11,2,2,1,2,0,0,1,1675.462997,64,1,1
4,92.75,0,0.0,9,108.25,0.0,0.021428571,0.0,0,11,2,2,3,2,0,0,0,201.0,13,0,1
5,86.08333333,0,0.0,11,396.5,0.0,0.007692308,0.0,0,11,3,2,3,8,0,1,0,482.58333333,16,0,1
1,27.0,0,0.0,4,30.0,0.04,0.08,0.0,0,5,3,2,2,11,0,0,0,57.0,5,0,1
3,101.0,0,0.0,17,300.6666667,0.0,0.0125,0.0,0,5,1,8,1,2,0,0,0,401.6666667,20,0,1
0,0.0,0,0.0,17,701.8032468,0.0,0.011111111,61.07207396,0,11,2,2,5,6,0,0,1,701.8032468,17,1,1
5,172.2,0,0.0,23,792.7222222,0.0,0.010714286,261.4912857,0,3,2,2,1,8,0,0,1,964.9222222,28,1,1
2,14.0,0,0.0,8,57.0,0.0,0.057142857,0.0,0,3,1,2,4,8,0,0,0,71.0,10,0,1
7,319.5,0,0.0,11,416.5,0.0,0.007142857,0.0,0,3,3,2,1,9,0,1,0,736.0,18,0,1
2,32.5,0,0.0,12,239.75,0.0,0.005128205,0.0,0,5,2,4,1,5,0,0,0,272.25,14,0,1
4,91.0,0,0.0,2,22.0,0.033333333,0.022222222,0.0,0,12,1,1,1,2,0,0,0,113.0,6,0,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0,11,1,1,1,8,0,0,0,0.0,2,0,1
1,26.2,0,0.0,4,106.8,0.0,0.04,36.66178288,0,10,2,2,2,5,0,0,1,133.0,5,1,1
2,52.0,0,0.0,17,221.2,0.0,0.001754386,0.0,0,3,2,2,4,2,0,0,0,273.2,19,0,1
